isbn,hall,bookcase,shelf,numbers
9780395776087,2,10,3,4
9780395809990,2,10,3,5
9780395877432,2,10,3,3
9780395957998,2,10,3,5
9780399142789,2,10,3,3
9780399146268,2,10,3,1
9780399150210,2,10,3,4
9780399153594,2,10,4,4
9780399153730,2,10,4,4
9780399153891,2,10,4,2
9780399153938,2,10,4,1
9780399154003,2,10,4,1
9780399154195,2,10,4,5
9780399529207,2,10,4,5
9780399532719,2,10,4,5
9780413735904,2,10,4,1
9780413771162,2,10,4,5
9780413771605,2,10,4,3
9780413772428,2,10,4,4
9780413772787,2,10,4,1
9780415050791,2,10,4,1
9780415183734,2,10,4,2
9780415253895,2,10,4,1
9780415254083,2,10,4,5
9780415266710,2,10,4,4
9780415278416,2,10,4,5
9780415283045,2,10,4,5
9780415907446,2,10,5,4
9780415926324,2,10,5,2
9780415970235,2,10,5,1
9780425099339,2,10,5,4
9780425099995,2,10,5,3
9780425100417,2,10,5,5
9780425116562,2,10,5,4
9780425127261,2,10,5,5
9780425136980,2,10,5,5
9780425143322,2,10,5,5
9780425144374,2,10,5,3
9780425147511,2,10,5,3
9780425147580,2,10,6,5
9780425152898,2,10,6,1
9780425152904,2,10,6,5
9780425157701,2,10,6,1
9780425159538,2,10,6,2
9780425161739,2,10,6,5
9780425162446,2,10,6,1
9780425164174,2,10,6,1
9780425169698,2,10,6,4
9780425174807,2,10,6,4
9780425178928,2,10,6,1
9780425179611,2,10,6,5
9780425180051,2,10,6,5
9780425180969,2,10,6,1
9780425181102,2,10,6,1
9780425181119,2,10,6,4
9780425181607,2,10,6,4
9780425181645,2,10,6,5
9780425182383,2,11,1,5
9780425182673,2,11,1,1
9780425182871,2,11,1,2
9780425183038,2,11,1,5
9780425184486,2,11,1,3
9780425185506,2,11,1,1
9780425186701,2,11,1,2
9780425187715,2,11,1,3
9780425188224,2,11,1,2
9780425189641,2,11,1,5
9780425190371,2,11,1,1
9780425191194,2,11,1,3
9780425192030,2,11,2,3
9780425193723,2,11,2,2
9780425194522,2,11,2,1
9780425194997,2,11,2,4
9780425195482,2,11,2,2
9780425196731,2,11,2,3
9780425196847,2,11,2,1
9780425197394,2,11,2,2
9780425197455,2,11,2,3
9780425197493,2,11,2,4
9780425197547,2,11,2,3
9780425198001,2,11,2,1
9780425198322,2,11,3,5
9780425198803,2,11,3,2
9780425199169,2,11,3,5
9780425199329,2,11,3,1
9780425199435,2,11,3,2
9780425199930,2,11,3,3
9780425200452,2,11,3,2
9780425201541,2,11,3,1
9780425201688,2,11,3,1
9780425201961,2,11,3,5
9780425203576,2,11,3,2
9780425203897,2,11,4,5
9780425204191,2,11,4,2
9780425204245,2,11,4,5
9780425205594,2,11,4,2
9780425206867,2,11,4,4
9780425207970,2,11,4,4
9780425209615,2,11,4,3
9780425210383,2,11,4,4
9780425210765,2,11,4,2
9780425211069,2,11,5,5
9780425211892,2,11,5,2
9780425212011,2,11,5,5
9780425212134,2,11,5,1
9780425212783,2,11,5,3
9780425213100,2,11,5,3
9780425213384,2,11,5,3
9780425213438,2,11,5,1
9780425213971,2,11,5,2
9780425214244,2,11,5,2
9780425214435,2,11,5,4
9780425214763,2,11,6,5
9780425215289,2,11,6,3
9780425216026,2,11,6,4
9780425217245,2,11,6,5
9780426203674,2,11,6,5
9780434009053,2,11,7,4
9780435233396,2,11,7,5
9780435909611,2,11,7,2
9780439087308,2,11,7,5
9780439098267,2,11,7,1
9780439176835,2,11,7,5
9780439176873,2,11,7,1
9780439178822,2,11,7,5
9780439194044,2,11,8,5
9780439227148,2,11,8,5
9780439244190,2,11,8,4
9780439286060,2,11,8,5
9780439291491,2,11,8,3
9780439294843,2,11,8,2
9780439314558,2,11,8,2
9780439321624,2,11,8,3
9780439341202,2,11,8,5
9780439358071,2,11,8,4
9780439374897,2,11,8,5
9780439389846,2,11,8,1
9780439405577,2,11,8,3
9780439405584,2,11,8,1
9780439405591,2,12,1,2
9780439405607,2,12,1,1
9780439411370,2,12,1,2
9780439411875,2,12,1,2
9780439420068,2,12,1,4
9780439436540,2,12,1,2
9780439436564,2,12,1,3
9780439454001,2,12,1,5
9780439499064,2,12,1,4
9780439507226,2,12,1,3
9780439554893,2,12,1,3
9780439554930,2,12,1,1
9780439569729,2,12,1,2
9780439574273,2,12,1,4
9780439574280,2,12,1,2
9780439635813,2,12,1,5
9780439650366,2,12,1,1
9780439651363,2,12,1,4
9780439651370,2,12,1,4
9780439651394,2,12,1,4
9780439651400,2,12,1,1
9780439651417,2,12,1,2
9780439655484,2,12,1,1
9780439681360,2,12,1,5
9780439698399,2,12,1,3
9780439700887,2,12,1,2
9780439701662,2,12,1,2
9780439709101,2,12,1,3
9780439736466,2,12,1,1
9780439744669,2,12,1,5
9780439746847,2,12,2,2
9780439746854,2,12,2,5
9780439781473,2,12,2,5
9780439785969,2,12,2,5
9780439791403,2,12,2,1
9780439793957,2,12,2,5
9780439798730,2,12,2,4
9780439803632,2,12,2,1
9780439810715,2,12,2,1
9780439812313,2,12,2,2
9780439827607,2,12,2,1
9780439847773,2,12,2,2
9780439862691,2,12,2,3
9780439872461,2,12,2,4
9780439872478,2,12,2,4
9780439884761,2,12,2,2
9780439890281,2,12,2,1
9780439896184,2,12,2,1
9780439933384,2,12,2,4
9780439933414,2,12,2,5
9780439944397,2,12,2,5
9780439968089,2,12,3,5
9780439994125,2,12,3,4
9780439994798,2,12,3,5
9780439999267,2,12,3,3
9780440169123,2,12,3,5
9780440182931,2,12,3,1
9780440184621,2,12,4,4
9780440187356,2,12,4,1
9780440201045,2,12,4,4
9780440208143,2,12,4,3
9780440214922,2,12,4,1
9780440215813,2,12,4,4
9780440216803,2,12,4,2
9780440220459,2,12,4,4
9780440221661,2,12,4,3
9780440227533,2,12,4,1
9780440227700,2,12,4,2
9780440228844,2,12,4,1
9780440228899,2,12,4,4
9780440229087,2,12,4,5
9780440229209,2,12,5,3
9780440229315,2,12,5,5
9780440229353,2,12,5,5
9780440234746,2,12,5,5
9780440235163,2,12,5,5
9780440236733,2,12,5,4
9780440237167,2,12,5,3
9780440238140,2,12,5,5
9780440238157,2,12,5,5
9780440238195,2,12,5,1
9780440238607,2,12,6,2
9780440241058,2,12,6,5
9780440241355,2,12,6,3
9780440241898,2,12,6,1
9780440242949,2,12,6,5
9780440243069,2,12,6,2
9780440243250,2,12,6,3
9780440322276,2,12,6,5
9780440362050,2,12,6,3
9780440402916,2,12,6,1
9780440410256,2,12,6,3
9780440412243,2,12,6,4
9780440413707,2,12,6,2
9780440414001,2,12,6,4
9780440415800,2,12,6,2
9780440416777,2,12,6,4
9780440416883,2,12,7,3
9780440418412,2,12,7,2
9780440419174,2,12,7,3
9780440419488,2,12,7,5
9780440419679,2,12,7,2
9780440420590,2,12,7,4
9780440420637,2,12,7,5
9780440421702,2,12,7,1
9780440495048,2,12,7,2
9780440498056,2,12,7,3
9780440503064,2,12,7,3
9780440504702,2,12,7,2
9780440506812,2,12,7,3
9780440841838,2,12,7,4
9780440905608,2,12,7,1
9780440910817,2,12,7,3
9780440936855,2,12,7,5
9780440987901,2,12,7,3
9780441003723,2,12,7,2
9780441004096,2,12,7,5
9780441004997,2,12,7,2
9780441005833,2,12,7,2
9780441005963,2,12,7,1
9780441010288,3,1,1,5
9780441012039,3,1,1,4
9780441012114,3,1,1,3
9780441012398,3,1,1,4
9780441012527,3,1,1,4
9780441012596,3,1,1,2
9780441013302,3,1,1,4
9780441013432,3,1,1,1
9780441013678,3,1,1,1
9780441014224,3,1,1,3
9780441014439,3,1,1,3
9780441014453,3,1,1,1
9780441014835,3,1,1,3
9780441014897,3,1,1,1
9780441092758,3,1,1,4
9780441248834,3,1,1,2
9780441317486,3,1,1,2
9780441444250,3,1,1,2
9780441581054,3,1,1,1
9780441623822,3,1,2,5
9780441627400,3,1,2,4
9780441748600,3,1,2,5
9780441864614,3,1,2,1
9780443066016,3,1,2,2
9780445405561,3,1,2,3
9780446354738,3,1,2,1
9780446359207,3,1,2,1
9780446363167,3,1,2,3
9780446390576,3,1,2,1
9780446500036,3,1,2,1
9780446518628,3,1,2,1
9780446526128,3,1,2,2
9780446576987,3,1,2,3
9780446578271,3,1,3,3
9780446578844,3,1,3,3
9780446579629,3,1,3,5
9780446579780,3,1,3,2
9780446600347,3,1,3,5
9780446600477,3,1,3,3
9780446600705,3,1,3,4
9780446601856,3,1,3,4
9780446602488,3,1,3,4
9780446604406,3,1,3,1
9780446605465,3,1,4,5
9780446605588,3,1,4,2
9780446607131,3,1,4,3
9780446607209,3,1,4,2
9780446608282,3,1,4,4
9780446608473,3,1,4,1
9780446608602,3,1,4,4
9780446608893,3,1,4,4
9780446609197,3,1,4,5
9780446610179,3,1,4,5
9780446611084,3,1,4,5
9780446611916,3,1,4,4
9780446612623,3,1,5,5
9780446612760,3,1,5,4
9780446614160,3,1,5,4
9780446614832,3,1,5,5
9780446616836,3,1,5,4
9780446617451,3,1,5,3
9780446617796,3,1,5,1
9780446670784,3,1,5,4
9780446673785,3,1,5,4
9780446677493,3,1,5,4
9780446678452,3,1,6,5
9780446679084,3,1,6,4
9780446691406,3,1,6,3
9780446691437,3,1,6,5
9780446691864,3,1,6,4
9780446692519,3,1,6,3
9780446694858,3,1,6,2
9780446695602,3,1,6,1
9780446695671,3,1,6,5
9780446696111,3,1,6,3
9780446696517,3,1,6,5
9780446696616,3,1,6,1
9780446698870,3,1,6,3
9780446699075,3,1,6,1
9780446699556,3,1,7,5
9780448095158,3,1,7,2
9780448409573,3,1,7,2
9780448416731,3,1,7,3
9780448435367,3,1,7,5
9780448437699,3,1,7,2
9780448442518,3,1,7,2
9780448444826,3,1,7,1
9780449001134,3,1,7,5
9780449001158,3,1,7,5
9780449001967,3,1,7,2
9780449002988,3,1,7,1
9780449003886,3,1,7,5
9780449004135,3,1,7,2
9780449004838,3,1,7,5
9780449005866,3,2,1,4
9780449007389,3,2,1,5
9780449146972,3,2,1,1
9780449207338,3,2,1,4
9780449210505,3,2,1,2
9780449213537,3,2,1,4
9780449218471,3,2,2,1
9780449224465,3,2,2,4
9780449227947,3,2,2,4
9780449702024,3,2,2,2
9780449904961,3,2,2,2
9780449908402,3,2,2,1
9780449910832,3,2,2,3
9780449911419,3,2,2,5
9780449911891,3,2,2,3
9780449911945,3,2,2,5
9780450040184,3,2,3,3
9780450524684,3,2,3,5
9780450610097,3,2,3,4
9780451150653,3,2,3,3
9780451155757,3,2,3,5
9780451160317,3,2,3,2
9780451160522,3,2,4,5
9780451161352,3,2,4,5
9780451163080,3,2,4,3
9780451163936,3,2,4,5
9780451170118,3,2,4,3
9780451173317,3,2,4,5
9780451185976,3,2,4,4
9780451187260,3,2,5,5
9780451188458,3,2,5,1
9780451190758,3,2,5,3
9780451192523,3,2,5,4
9780451197962,3,2,5,5
9780451200266,3,2,5,4
9780451203267,3,2,5,1
9780451205551,3,2,5,1
9780451206701,3,2,5,1
9780451207357,3,2,5,5
9780451207647,3,2,6,3
9780451207791,3,2,6,1
9780451209795,3,2,6,1
9780451210555,3,2,6,1
9780451210630,3,2,6,3
9780451210852,3,2,6,5
9780451210906,3,2,6,1
9780451211477,3,2,6,2
9780451211576,3,2,6,4
9780451213235,3,2,7,3
9780451215772,3,2,7,2
9780451216779,3,2,7,4
9780451217400,3,2,7,1
9780451217608,3,2,7,1
9780451218049,3,2,7,4
9780451219244,3,2,7,1
9780451219367,3,2,7,5
9780451219442,3,2,7,3
9780451219718,3,2,8,2
9780451220721,3,2,8,4
9780451221254,3,2,8,3
9780451406286,3,2,8,3
9780451408693,3,2,8,5
9780451409225,3,2,8,3
9780451409638,3,2,8,3
9780451410542,3,2,8,1
9780451411181,3,3,1,5
9780451411617,3,3,1,4
9780451412102,3,3,1,5
9780451412119,3,3,1,1
9780451412355,3,3,1,5
9780451452580,3,3,1,1
9780451452610,3,3,1,5
9780451452887,3,3,1,1
9780451454249,3,3,1,5
9780451456816,3,3,1,1
9780451457592,3,3,1,3
9780451461636,3,3,1,2
9780451523938,3,3,1,4
9780451525260,3,3,1,1
9780451527035,3,3,1,3
9780451527363,3,3,2,5
9780451527455,3,3,2,5
9780451527882,3,3,2,1
9780451527929,3,3,2,2
9780451528018,3,3,2,2
9780451528209,3,3,2,1
9780451528308,3,3,2,5
9780451528551,3,3,2,1
9780451528803,3,3,2,5
9780451529060,3,3,2,1
9780451529251,3,3,2,3
9780451529510,3,3,2,5
9780451529770,3,3,2,2
9780451530042,3,3,2,1
9780451530097,3,3,2,4
9780451530158,3,3,2,3
9780451530462,3,3,2,1
9780452011670,3,3,2,2
9780452011878,3,3,3,4
9780452156616,3,3,3,2
9780452253803,3,3,3,5
9780452260115,3,3,3,2
9780452270848,3,3,3,3
9780452272262,3,3,3,2
9780452273085,3,3,3,3
9780452274426,3,3,3,1
9780452275003,3,3,3,4
9780452276963,3,3,3,1
9780452278158,3,3,3,2
9780452278875,3,3,4,4
9780452280670,3,3,4,4
9780452281257,3,3,4,4
9780452281325,3,3,4,4
9780452281431,3,3,4,4
9780452282094,3,3,4,2
9780452282179,3,3,4,5
9780452282193,3,3,4,2
9780452282827,3,3,4,4
9780452284234,3,3,4,5
9780452284555,3,3,4,3
9780452284982,3,3,4,1
9780452285934,3,3,4,4
9780452286030,3,3,4,2
9780452286535,3,3,5,5
9780452287068,3,3,5,2
9780452287075,3,3,5,1
9780453005074,3,3,5,4
9780465003129,3,3,5,4
9780465007806,3,3,5,5
9780465008025,3,3,5,2
9780465014873,3,3,5,3
9780465014903,3,3,5,2
9780465017744,3,3,5,1
9780465023950,3,3,5,1
9780465031269,3,3,5,1
9780465037384,3,3,5,2
9780465056743,3,3,5,1
9780465069347,3,3,5,2
9780465069903,3,3,5,5
9780465070596,3,3,6,5
9780465081424,3,3,6,3
9780465081431,3,3,6,5
9780465081981,3,3,6,5
9780465092758,3,3,6,5
9780470008294,3,3,6,2
9780470038321,3,3,6,4
9780470043608,3,3,6,4
9780470045299,3,3,6,1
9780470046043,3,3,6,5
9780470861714,3,3,6,2
9780471265184,3,3,6,3
9780471272427,3,3,6,3
9780471292456,3,3,6,2
9780471292517,3,3,6,5
9780471430452,3,3,7,2
9780471648796,3,3,7,5
9780471678786,3,3,7,4
9780471714392,3,3,7,3
9780471738848,3,3,7,1
9780471743675,3,3,7,4
9780471773863,3,3,7,2
9780471780939,3,3,7,5
9780471782476,3,3,7,5
9780472065219,3,3,7,4
9780472080526,3,3,7,3
9780486202914,3,3,7,5
9780486203942,3,3,7,2
9780486212326,3,3,7,4
9780486215310,3,3,7,4
9780486217611,3,4,1,4
9780486249445,3,4,1,2
9780486256078,3,4,1,3
9780486256429,3,4,1,3
9780486264738,3,4,1,3
9780486266893,3,4,1,3
9780486270609,3,4,1,4
9780486270616,3,4,1,3
9780486272665,3,4,1,4
9780486276809,3,4,1,5
9780486280233,3,4,1,5
9780486286563,3,4,1,2
9780486287591,3,4,1,4
9780486287768,3,4,1,5
9780486296388,3,4,1,4
9780486297163,3,4,1,2
9780486406541,3,4,1,2
9780486406640,3,4,1,3
9780486414232,3,4,1,4
9780486414249,3,4,1,4
9780486419251,3,4,1,4
9780486420493,3,4,1,2
9780486421247,3,4,1,1
9780486422459,3,4,1,4
9780486424538,3,4,1,1
9780486424545,3,4,1,1
9780486424583,3,4,1,1
9780486424736,3,4,1,3
9780486426754,3,4,1,2
9780486429922,3,4,1,1
9780486431673,3,4,1,4
9780486431680,3,4,1,1
9780486431840,3,4,1,5
9780486432540,3,4,1,5
9780486434148,3,4,1,3
9780486437965,3,4,2,2
9780486442174,3,4,2,4
9780486442877,3,4,2,4
9780486442891,3,4,2,5
9780486445632,3,4,2,4
9780486447407,3,4,2,1
9780486447612,3,4,2,4
9780486450063,3,4,2,5
9780486451381,3,4,2,2
9780486451404,3,4,2,2
9780495006855,3,4,2,1
9780495097990,3,4,2,5
9780500050965,3,4,2,4
9780500277591,3,4,2,4
9780505521798,3,4,2,4
9780505523242,3,4,2,4
9780505524744,3,4,2,3
9780505525154,3,4,2,4
9780505525536,3,4,2,3
9780515100532,3,4,2,3
9780515118360,3,4,2,3
9780515122497,3,4,2,2
9780515124798,3,4,3,1
9780515133080,3,4,3,2
9780515135961,3,4,3,1
9780515136944,3,4,3,3
9780515138153,3,4,3,2
9780515139709,3,4,3,4
9780515140774,3,4,3,5
9780515140873,3,4,3,3
9780515141405,3,4,3,3
9780515141658,3,4,3,2
9780517052259,3,4,3,1
9780517077740,3,4,3,5
9780517082454,3,4,3,3
9780517084793,3,4,3,5
9780517091265,3,4,3,2
9780517093399,3,4,3,5
9780517101353,3,4,3,2
9780517119129,3,4,4,5
9780517146484,3,4,4,1
9780517146545,3,4,4,3
9780517147689,3,4,4,1
9780517149256,3,4,4,1
9780517182468,3,4,4,2
9780517189603,3,4,4,5
9780517201664,3,4,4,3
9780517229279,3,4,4,1
9780517309803,3,4,4,4
9780517412947,3,4,4,5
9780517436325,3,4,4,5
9780517588376,3,4,5,3
9780517599242,3,4,5,5
9780517604465,3,4,5,5
9780517884546,3,4,5,4
9780520024274,3,4,5,1
9780520024793,3,4,5,1
9780520026261,3,4,5,4
9780520048980,3,4,5,3
9780520072381,3,4,5,1
9780520204959,3,4,5,5
9780520213685,3,4,5,2
9780520215108,3,4,5,5
9780520229136,3,4,5,5
9780520231511,3,4,5,5
9780520239326,3,4,5,3
9780520241824,3,4,5,5
9780520242609,3,4,5,1
9780520243262,3,4,5,4
9780520244955,3,4,5,1
9780520246331,3,4,5,2
9780520251090,3,4,5,1
9780521002936,3,4,6,3
9780521009379,3,4,6,3
9780521010504,3,4,6,5
9780521011761,3,4,6,3
9780521274555,3,4,6,5
9780521286916,3,4,6,5
9780521288842,3,4,6,1
9780521290609,3,4,6,2
9780521293730,3,4,6,2
9780521315791,3,4,6,5
9780521316927,3,4,6,1
9780521317504,3,4,6,5
9780521348355,3,4,6,1
9780521348881,3,4,6,2
9780521386739,3,4,6,2
9780521398336,3,4,6,2
9780521402408,3,4,6,3
9780521406772,3,4,6,3
9780521437738,3,4,6,1
9780521437776,3,4,6,4
9780521439619,3,4,6,1
9780521479349,3,4,6,1
9780521484008,3,4,6,5
9780521498678,3,4,6,3
9780521532471,3,4,6,2
9780521532488,3,4,6,4
9780521535144,3,5,1,5
9780521539814,3,5,1,2
9780521599634,3,5,1,1
9780521612630,3,5,1,4
9780521618748,3,5,1,1
9780521629249,3,5,1,4
9780521639873,3,5,1,2
9780521639897,3,5,1,5
9780521663878,3,5,1,3
9780521750844,3,5,1,5
9780521774338,3,5,1,1
9780521805223,3,5,1,2
9780521831437,3,5,1,5
9780521834346,3,5,1,3
9780521855266,3,5,1,3
9780525461319,3,5,1,3
9780525467779,3,5,2,5
9780525469780,3,5,2,1
9780525947264,3,5,2,2
9780525948926,3,5,2,2
9780525950127,3,5,2,4
9780529123459,3,5,2,2
9780552133258,3,5,2,1
9780552135399,3,5,2,1
9780552146081,3,5,2,3
9780552146739,3,5,2,2
9780552146784,3,5,2,1
9780552148108,3,5,2,5
9780552152167,3,5,2,1
9780552152945,3,5,2,1
9780552152952,3,5,2,3
9780552153157,3,5,2,4
9780552153577,3,5,2,5
9780552154284,3,5,2,1
9780552548632,3,5,3,1
9780552771238,3,5,3,1
9780552771849,3,5,3,1
9780552773089,3,5,3,2
9780552992091,3,5,3,2
9780552995801,3,5,3,3
9780552997997,3,5,3,2
9780552998000,3,5,3,5
9780552998017,3,5,3,5
9780552998680,3,5,3,5
9780552998772,3,5,3,1
9780552998789,3,5,3,4
9780552998819,3,5,3,4
9780552998871,3,5,3,1
9780552999458,3,5,3,1
9780552999953,3,5,3,5
9780553077728,3,5,3,2
9780553096064,3,5,3,5
9780553103748,3,5,4,2
9780553112443,3,5,4,3
9780553135428,3,5,4,3
9780553156508,3,5,4,2
9780553157161,3,5,4,3
9780553157277,3,5,4,4
9780553211955,3,5,4,5
9780553213553,3,5,4,5
9780553213973,3,5,4,3
9780553234312,3,5,4,5
9780553243567,3,5,4,2
9780553248470,3,5,4,4
9780553251616,3,5,4,3
9780553251791,3,5,4,2
9780553258479,3,5,4,3
9780553260458,3,5,4,2
9780553267600,3,5,4,2
9780553268942,3,5,4,3
9780553270815,3,5,5,5
9780553271096,3,5,5,3
9780553271645,3,5,5,1
9780553273861,3,5,5,3
9780553273915,3,5,5,5
9780553274066,3,5,5,2
9780553274912,3,5,5,5
9780553275674,3,5,5,4
9780553275780,3,5,5,3
9780553275865,3,5,5,3
9780553276725,3,5,5,1
9780553277876,3,5,5,2
9780553280876,3,5,5,2
9780553282801,3,5,5,4
9780553284119,3,5,5,5
9780553285727,3,5,5,1
9780553286397,3,5,6,5
9780553289510,3,5,6,5
9780553292787,3,5,6,4
9780553295412,3,5,6,1
9780553297607,3,5,6,3
9780553299496,3,5,6,3
9780553345841,3,5,6,4
9780553345896,3,5,7,5
9780553346114,3,5,7,5
9780553372120,3,5,7,5
9780553375930,3,5,7,5
9780553379334,3,5,7,4
9780553380163,3,5,7,1
9780553380958,3,5,7,3
9780553380965,3,6,1,5
9780553381009,3,6,1,3
9780553381344,3,6,1,2
9780553381399,3,6,1,3
9780553381412,3,6,1,3
9780553381535,3,6,1,1
9780553381542,3,6,1,1
9780553381696,3,6,2,5
9780553382044,3,6,2,5
9780553383041,3,6,2,4
9780553383430,3,6,2,1
9780553383447,3,6,2,3
9780553383683,3,6,2,5
9780553384284,3,6,3,5
9780553409024,3,6,3,2
9780553409680,3,6,3,5
9780553485172,3,6,3,5
9780553485219,3,6,3,4
9780553493849,3,6,3,1
9780553493979,3,6,3,2
9780553494808,3,6,3,1
9780553560275,3,6,3,2
9780553560688,3,6,3,3
9780553562606,3,6,3,4
9780553562835,3,6,3,4
9780553563382,3,6,4,4
9780553563504,3,6,4,3
9780553563696,3,6,4,3
9780553564938,3,6,4,5
9780553566406,3,6,4,1
9780553567687,3,6,4,3
9780553569971,3,6,4,5
9780553570687,3,6,5,3
9780553571578,3,6,5,1
9780553572490,3,6,5,1
9780553573305,3,6,5,4
9780553574012,3,6,5,2
9780553574135,3,6,5,2
9780553575958,3,6,5,5
9780553576009,3,6,5,5
9780553576016,3,6,5,4
9780553576054,3,6,5,1
9780553576061,3,6,5,5
9780553576375,3,6,5,1
9780553578126,3,6,6,4
9780553578683,3,6,6,2
9780553578973,3,6,6,1
9780553579758,3,6,6,5
9780553580143,3,6,6,1
9780553580518,3,6,6,5
9780553580549,3,6,6,3
9780553581355,3,6,7,5
9780553581850,3,6,7,1
9780553581997,3,6,7,4
9780553582000,3,6,7,1
9780553582024,3,6,7,2
9780553582918,3,6,7,5
9780553582956,3,6,7,1
9780553583151,3,6,7,2
9780553583175,3,6,7,4
9780553583298,3,6,8,5
9780553584486,3,6,8,1
9780553584509,3,6,8,3
9780553584530,3,6,8,3
9780553584974,3,6,8,3
9780553585759,3,6,8,5
9780553585803,3,6,8,2
9780553586077,3,7,1,5
9780553586619,3,7,1,4
9780553587074,3,7,1,3
9780553587081,3,7,1,1
9780553587159,3,7,1,4
9780553587241,3,7,1,1
9780553588040,3,7,1,1
9780553588118,3,7,1,3
9780553588255,3,7,1,1
9780553588262,3,7,1,5
9780553589474,3,7,2,3
9780553802023,3,7,2,2
9780553803525,3,7,2,4
9780553803709,3,7,2,1
9780553803815,3,7,2,5
9780553804799,3,7,2,2
9780553804935,3,7,2,1
9780553813531,3,7,2,5
9780553813951,3,7,2,4
9780553815023,3,7,2,1
9780553815399,3,7,2,4
9780553816952,3,7,3,5
9780553817065,3,7,3,4
9780553817072,3,7,3,2
9780563522751,3,7,3,3
9780567044716,3,7,3,1
9780571084838,3,7,3,5
9780571090242,3,7,3,1
9780571125296,3,7,3,3
9780571144563,3,7,3,5
9780571161157,3,7,3,1
9780571164660,3,7,3,5
9780571169207,3,7,3,2
9780571172481,3,7,4,4
9780571178568,3,7,4,3
9780571191031,3,7,4,1
9780571191635,3,7,4,4
9780571193783,3,7,4,3
9780571197514,3,7,4,4
9780571200610,3,7,4,3
9780571201150,3,7,4,4
9780571201754,3,7,5,4
9780571202119,3,7,5,3
9780571202805,3,7,5,5
9780571203123,3,7,5,1
9780571203154,3,7,5,5
9780571205219,3,7,5,5
9780571206926,3,7,5,5
9780571207084,3,7,6,4
9780571209057,3,7,6,3
9780571212927,3,7,6,3
9780571214266,3,7,6,5
9780571215164,3,7,6,2
9780571217359,3,7,6,5
9780571218851,3,7,6,3
9780571219315,3,7,7,5
9780571219711,3,7,7,4
9780571224388,3,7,7,4
9780571225378,3,7,7,3
9780571225392,3,7,7,2
9780571226337,3,7,7,5
9780575048362,3,7,7,4
9780575066892,3,7,7,1
9780575068858,3,7,7,2
9780575073357,3,7,7,3
9780575073616,3,7,7,2
9780575075825,3,7,7,5
9780575076266,3,7,8,4
9780575076815,3,7,8,5
9780575402904,3,7,8,5
9780582418271,3,7,8,2
9780582461468,3,7,8,1
9780586008355,3,7,8,5
9780586040102,3,7,8,1
9780586203798,3,7,8,4
9780586210680,3,7,8,4
9780586210697,3,8,1,4
9780586217832,3,8,1,2
9780590032490,3,8,1,5
9780590100564,3,8,1,5
9780590103879,3,8,1,4
9780590135894,3,8,1,1
9780590254762,3,8,1,1
9780590255226,3,8,1,2
9780590317672,3,8,1,3
9780590321143,3,8,1,5
9780590407328,3,8,1,3
9780590413817,3,8,1,5
9780590419277,3,8,1,4
9780590422673,3,8,1,1
9780590425575,3,8,1,4
9780590428880,3,8,1,1
9780590430265,3,8,1,2
9780590434119,3,8,1,3
9780590440615,3,8,1,5
9780590444255,3,8,1,3
9780590456807,3,8,1,3
9780590475365,3,8,1,5
9780590488150,3,8,1,1
9780590692083,3,8,1,1
9780590764704,3,8,1,2
9780590849029,3,8,1,2
9780590876124,3,8,1,2
9780590956161,3,8,1,5
9780590975001,3,8,1,5
9780590988490,3,8,1,1
9780593040591,3,8,2,4
9780593043165,3,8,2,3
9780595092147,3,8,2,5
9780595272099,3,8,2,2
9780595321803,3,8,2,1
9780596003067,3,8,2,4
9780596006624,3,8,2,5
9780596006792,3,8,2,4
9780596006938,3,8,2,3
9780596523695,3,8,2,2
9780596527419,3,8,2,1
9780600601166,3,8,2,3
9780606349154,3,8,2,4
9780609602195,3,8,2,1
9780609610572,3,8,2,3
9780609804247,3,8,3,3
9780609808344,3,8,3,4
9780613013376,3,8,3,4
9780613371650,3,8,3,2
9780613926553,3,8,3,5
9780613996983,3,8,3,1
9780618009367,3,8,3,3
9780618056736,3,8,3,3
9780618056811,3,8,3,1
9780618056828,3,8,3,2
9780618056835,3,8,3,4
9780618056996,3,8,3,5
9780618057078,3,8,3,3
9780618074518,3,8,3,1
9780618083558,3,8,3,1
9780618083572,3,8,3,2
9780618083619,3,8,3,4
9780618111206,3,8,3,1
9780618127337,3,8,4,5
9780618134304,3,8,4,4
9780618134328,3,8,4,3
9780618153978,3,8,4,1
9780618196258,3,8,4,3
9780618249060,3,8,4,2
9780618251322,3,8,4,4
9780618251452,3,8,4,4
9780618254118,3,8,4,2
9780618258024,3,8,4,4
9780618260225,3,8,4,1
9780618260300,3,8,4,5
9780618339556,3,8,4,5
9780618346257,3,8,4,2
9780618380442,3,8,4,3
9780618391028,3,8,5,5
9780618391103,3,8,5,5
9780618422531,3,8,5,1
9780618439096,3,8,5,3
9780618445578,3,8,5,5
9780618446704,3,8,5,4
9780618446711,3,8,5,4
9780618446872,3,8,5,1
9780618470228,3,8,5,2
9780618471164,3,8,5,5
9780618477906,3,8,5,1
9780618477944,3,8,5,2
9780618479030,3,8,5,3
9780618485222,3,8,5,2
9780618506910,3,8,5,3
9780618510825,3,8,5,5
9780618526413,3,8,5,4
9780618554591,3,8,6,5
9780618574810,3,8,6,4
9780618574957,3,8,6,5
9780618582150,3,8,6,1
9780618586455,3,8,6,2
