isbn,author
9780517604465,Donald A. Mackenzie
9780517884546,Robert Bauval
9780520024274,Hugh Kenner
9780520024793,Lotte H. Eisner
9780520026261,Fritz R. Stern
9780520048980,Eric R. Wolf
9780520072381,Roland Barthes
9780520204959,Liza Crihfield Dalby
9780520206397,Bernard Taper
9780520213685,Joan Dayan
9780520215108,Robert A. Nye
9780520229136,Paul Farmer
9780520231511,Jonathan Andrews
9780520231511,Andrew T. Scull
9780520234413,James Campbell
9780520239326,Todd Gitlin
9780520240582,David Cairns
9780520241824,Yasunari Kawabata
9780520242609,Ovid
9780520243262,Paul Farmer
9780520244955,Gene Brucker
9780520246331,Julian Oliver Caldecott
9780520246331,Lera Miles
9780520251090,Rebecca Solnit
9780520251748,Judith Larner Lowry
9780521002936,Steven Nadler
9780521002936,Steven M. Nadler
9780521009379,Matthew J. Gibney
9780521010504,Elisabeth Jean Wood
9780521010504,Wood Elisabeth Jean
9780521011761,Simon Goldhill
9780521274555,G. S. Kirk
9780521274555,J. E. Raven
9780521274555,M. Schofield
9780521286916,Bernard Williams
9780521288842,John Maynard Smith
9780521290609,Bernard Williams
9780521293730,William Shakespeare
9780521293730,Susan Snyder
9780521293730,Deborah T. Curren-Aquino
9780521313254,Anthony Thorlby
9780521315791,Simon Goldhill
9780521315791,Professor of Greek Literature and Culture and Fellow and Director of Studies in Classics Simon Goldhill
9780521316927,Michael Wood
9780521317504,Charles Taylor
9780521348355,Cicero
9780521348355,Marcus Tullius Cicero
9780521348355,Quintus Tullius Cicero
9780521348881,Georg Wilhelm Fredrich Hegel
9780521386739,Joseph Tainter
9780521398336,Quentin Skinner
9780521402408,F. Scott Fitzgerald
9780521406772,Retha M. Warnicke
9780521437738,"Hobsbawm, E. J. Hobsbawm"
9780521437738,Eric Hobsbawm
9780521437738,Terence Ranger
9780521437776,E. M. Butler
9780521437776,Eliza Marian Butler
9780521439619,E. J. Hobsbawm
9780521476768,Lloyd Phillip Gerson
9780521476768,Lloyd P. Gerson
9780521479349,Simon Goldhill
9780521479349,Professor of Greek Literature and Culture and Fellow and Director of Studies in Classics Simon Goldhill
9780521484008,Aristotle
9780521498678,John O. Jordan
9780521532471,William Shakespeare
9780521532488,William Shakespeare
9780521532488,Andrew Gurr
9780521532525,William Shakespeare
9780521532525,Philip Edwards
9780521535144,William Shakespeare
9780521535144,Elizabeth Story Donno
9780521539814,Simon Goldhill
9780521599634,Friedrich Nietzsche
9780521612630,William Shakespeare
9780521612630,Jay L. Halio
9780521618748,William Shakespeare
9780521629249,Christopher Janaway
9780521639873,Friedrich Nietzsche
9780521639873,Nietzsche Friedrich
9780521639897,Peter Conn
9780521639897,Peter J. Conn
9780521654081,Immanuel Kant
9780521663878,Anthony J. Cascardi
9780521667920,Robert Sokolowski
9780521750349,William T. Vetterling
9780521750844,Margaret Johnson
9780521774338,Andrea Wilson Nightingale
9780521805223,Ruth Abbey
9780521805223,Lecturer in Philosophy Ruth Abbey
9780521805223,Cambridge University Press
9780521831437,Barton Zwiebach
9780521834346,"Radcliffe G. Edmonds, III"
9780521855266,Daron Acemoglu
9780521855266,James A. Robinson
9780525461319,William Sleator
9780525467779,Lloyd Alexander
9780525469780,Kathleen V. Kudlinski
9780525947264,Deborah Ford
9780525947264,Edie Hand
9780525948926,Ayn Rand
9780525950127,Harlan Coben
9780529123459,Chris Seay
9780529123459,David B. Capes
9780529123459,Brian McLaren
9780534491826,Adam Drozdek
9780534613037,Donald D. Stull
9780534613037,Michael J. Broadway
9780552133258,Terry Pratchett
9780552135399,John Irving
9780552146081,Terry Pratchett
9780552146081,Stephen Briggs
9780552146739,Terry Pratchett
9780552146739,Stephen Briggs
9780552146739,Paul Kidby
9780552146739,Tina Hannan
9780552146784,David Gemmell
9780552148085,David Eddings
9780552148108,David Eddings
9780552152167,Betty Mahmoody
9780552152167,William Hoffer
9780552152945,Terry Pratchett
9780552152952,Terry Pratchett
9780552153157,Terry Pratchett
9780552153577,Andy McNab
9780552154284,Terry Pratchett
9780552548229,Robin McKinley
9780552548632,Robin McKinley
9780552554275,Paul Stewart
9780552554275,Chris Riddell
9780552771238,Ben Elton
9780552771849,Ben Elton
9780552773089,Stephen Clarke
9780552992091,John Irving
9780552995801,Naguib Mahfouz
9780552997775,Mary Doria Russell
9780552997997,Joanne Harris
9780552998000,Joanne Harris
9780552998017,Jane Hamilton
9780552998482,Joanne Harris
9780552998680,John Irving
9780552998765,Armistead Maupin
9780552998772,Armistead Maupin
9780552998789,Armistead Maupin
9780552998819,Armistead Maupin
9780552998833,Joanne Harris
9780552998871,Sophie Kinsella
9780552999458,Ben Elton
9780552999953,Ben Elton
9780553053401,Stephen Hawking
9780553077728,Stephen W. Hawking
9780553096064,Jerry Seinfeld
9780553103748,Stephen Hawking
9780553112443,Ray Bradbury
9780553112443,Leo Dillon
9780553112443,Diane Dillon
9780553135428,E. L. Doctorow
9780553156508,Donald J. Sobol
9780553157161,Stephen Manes
9780553157277,Jamie Suzanne
9780553157277,Francine Pascal
9780553211955,Mark Twain
9780553212167,Fyodor Dostoyevsky
9780553213430,Aristophanes
9780553213553,Stephen Crane
9780553213973,Jules Verne
9780553233506,Stephen Manes
9780553234312,Charlotte Brontë
9780553234312,Jane Austen
9780553243567,Barbara Conklin
9780553248470,Louis L'Amour
9780553251616,T. Z. Lavine
9780553251791,Barbara Conklin
9780553258479,Leon Uris
9780553260458,Connie Willis
9780553267600,Raymond E. Feist
9780553268942,Margaret Weis
9780553268942,Tracy Hickman
9780553270624,Barbara Conklin
9780553270624,Stefanie Curtis
9780553270815,Joseph Papp
9780553270815,Elizabeth Kirkland
9780553271096,Robert Ludlum
9780553271645,Margaret Weis
9780553273861,Joseph Wambaugh
9780553273915,Isabel Allende
9780553274066,Margaret Weis
9780553274066,Tracy Hickman
9780553274912,Francine Pascal
9780553275216,Kate William
9780553275216,Francine Pascal
9780553275605,Francine Pascal
9780553275674,Francine Pascal
9780553275674,Kate William
9780553275780,Francine Pascal
9780553275780,Kate William
9780553275865,Hermann Hesse
9780553276725,Kate William
9780553276725,Francine Pascal
9780553277876,Leon Uris
9780553279375,Maya Angelou
9780553280876,Francine Pascal
9780553282801,Leon Uris
9780553284119,John Saul
9780553285727,Ram Dass
9780553285727,Daniel Goleman
9780553286397,Margaret Weis
9780553286397,Tracy Hickman
9780553289510,Sandra Brown
9780553290851,Sandra Brown
9780553292787,Kate William
9780553292787,Francine Pascal
9780553293425,Isaac Asimov
9780553295009,Sandra Brown
9780553295412,Margaret Weis
9780553295412,Tracy Hickman
9780553297607,Stephen R. Donaldson
9780553297836,Sandra Brown
9780553299496,Isaac Asimov
9780553299618,Robert M. Pirsig
9780553345841,Douglas R. Hofstadter
9780553345841,Daniel Clement Dennett
9780553345896,William Manchester
9780553346114,Sam Shepard
9780553346114,Joseph Chaikin
9780553372120,Todd Gitlin
9780553374599,Iain Banks
9780553375268,Nicholas H. Dodman
9780553375930,Ann Brashares
9780553377767,Hermann Hesse
9780553379334,Tom Robbins
9780553380163,Stephen Hawking
9780553380958,Neal Stephenson
9780553380965,Neal Stephenson
9780553381009,Anton Pavlovich Chekhov
9780553381344,Tom Wolfe
9780553381399,Steven Pressfield
9780553381412,Susan Forward
9780553381412,Joan Torres
9780553381535,Pat Conroy
9780553381542,Pat Conroy
9780553381696,George R. R. Martin
9780553382044,Steven Pressfield
9780553382617,Jean M. Auel
9780553383041,Ursula K. Le Guin
9780553383430,Neal Stephenson
9780553383430,Frederick George
9780553383447,Neal Stephenson
9780553383447,J. Frederick George
9780553383683,Steven Pressfield
9780553384284,Dean Ray Koontz
9780553409024,James Redfield
9780553409680,M. C. Beaton
9780553485172,Donald J. Sobol
9780553485219,Donald J. Sobol
9780553493849,Francine Pascal
9780553493979,Francine Pascal
9780553494808,Caroline B. Cooney
9780553560275,John Saul
9780553560688,Lucy Maud Montgomery
9780553561586,Steve Perry
9780553562606,Stephen R. Donaldson
9780553562835,Sam Walton
9780553562835,John Huey
9780553563382,H. Norman Schwarzkopf
9780553563382,Peter Petre
9780553563504,Dan Simmons
9780553563696,Margaret Weis
9780553564938,Raymond E. Feist
9780553566406,Kate William
9780553566406,Francine Pascal
9780553567687,Sandra Brown
9780553569971,Isaac Asimov
9780553570687,Kate William
9780553570687,Francine Pascal
9780553571578,Sandra Brown
9780553572490,Jane Feather
9780553572988,Dan Simmons
9780553573305,David Brin
9780553574012,Kim Stanley Robinson
9780553574135,Steve Perry
9780553575651,Robin Hobb
9780553575958,Joseph Wambaugh
9780553576009,Sandra Brown
9780553576016,Sandra Brown
9780553576054,Sandra Brown
9780553576061,Sandra Brown
9780553576375,Theodore Roszak
9780553578126,Margaret Weis
9780553578126,Tracy Hickman
9780553578683,Lisa Gardner
9780553578973,Aaron Allston
9780553579758,Dean Ray Koontz
9780553580143,Stephen R. Donaldson
9780553580334,Brian Herbert
9780553580334,Kevin J. Anderson
9780553580518,Connie Willis
9780553580549,Shana Abé
9780553580839,Jean Stone
9780553581355,David L. Robbins
9780553581850,Teresa Medeiros
9780553581997,Shana Abe
9780553582000,Shana Abé
9780553582024,George R. R. Martin
9780553582901,Dean Koontz
9780553582918,Dean Ray Koontz
9780553582956,Jeffery Deaver
9780553583151,Charles Todd
9780553583168,Charles Todd
9780553583175,Charles Todd
9780553583298,Jeffery Deaver
9780553584486,Dean Ray Koontz
9780553584509,Dean Ray Koontz
9780553584530,Lisa Gardner
9780553584974,Shana Abé
9780553585759,Maggie Furey
9780553585803,Kim Stanley Robinson
9780553586077,Tim F. LaHaye
9780553586077,Bob Phillips
9780553586619,Charles Todd
9780553587074,Kelley Armstrong
9780553587081,Kelley Armstrong
9780553587159,Christopher Fowler
9780553587241,Luanne Rice
9780553588040,Shana Abe
9780553588118,Raymond E. Feist
9780553588194,Kelley Armstrong
9780553588255,Dean Ray Koontz
9780553588262,Dean Ray Koontz
9780553589474,Nora Roberts
9780553763256,Joseph Wambaugh
9780553802023,Stephen W. Hawking
9780553802023,STEPHEN W AUTOR HAWKING
9780553803525,Daniel Goleman
9780553803709,Isaac Asimov
9780553803815,Colin Wells
9780553804799,Dean Ray Koontz
9780553804935,Shana Abé
9780553813531,Erik Larson
9780553813951,Nicholas Sparks
9780553815023,Tess Gerritsen
9780553815399,Robert Whitaker
9780553816952,Jean Sasson
9780553817065,Tess Gerritsen
9780553817072,Tess Gerritsen
9780563486497,Gary Russell
9780563522751,Terry Jones
9780563522751,Alan Ereira
9780567044716,Robert McL Wilson
9780571084838,William Golding
9780571090242,Seamus Heaney
9780571125296,Tom Stoppard
9780571144563,Milan Kundera
9780571161157,Juliette de Baïracli Levy
9780571164660,Orhan Pamuk
9780571169207,Gus Van Sant
9780571172481,Ian S. MacNiven
9780571178568,Nikos Kazantzakis
9780571191031,Ovid
9780571191031,Ted Hughes
9780571191635,Wisława Szymborska
9780571193783,Orhan Pamuk
9780571197514,Tom Stoppard
9780571200610,Rick Moody
9780571201136,Seamus Heaney
9780571201150,Sylvia Plath
9780571201754,Barbara Kingsolver
9780571202119,James Mangold
9780571202119,Lisa Loomer
9780571202119,Anna Hamilton Phelan
9780571202805,Terry Gilliam
9780571202805,Ian Christie
9780571203031,Paul Auster
9780571203123,Günter Grass
9780571203154,Paul Schrader
9780571205219,Sylvia Plath
9780571206926,Milan Kundera
9780571207084,Paul Cronin
9780571207565,Sylvia Plath
9780571207992,Timothy Findley
9780571209057,Timothy Findley
9780571210916,Seamus Heaney
9780571211500,Neil LaBute
9780571212927,Sylvia Nasar
9780571214266,Lawrence Durrell
9780571215164,D. B. C. Pierre
9780571217359,James Joyce
9780571218851,Rohinton Mistry
9780571219315,Robert Evans
9780571219711,Rachel Klein
9780571224388,Milan Kundera
9780571225378,Kazuo Ishiguro
9780571225392,Kazuo Ishiguro
9780571225552,Lawrence Durrell
9780571226337,Paul Auster
9780571226337,Paul Karasik
9780571226337,David Mazzucchelli
9780575048362,Terry Pratchett
9780575066892,Terry Pratchett
9780575068858,Terry Pratchett
9780575073357,Philip K. Dick
9780575073616,Joe Haldeman
9780575075368,Diana Wynne Jones
9780575075597,Ken Grimwood
9780575075825,John Gardner
9780575076266,Dan Simmons
9780575076815,Philip K. Dick
9780575402904,Stephen King
9780575402904,George R. R. Martin
9780575402904,Dan Simmons
9780582418172,Stephen King
9780582418172,Robin Waterfield
9780582418271,John Grisham
9780582461468,John Steinbeck
9780582461468,Susan Shillinglaw
9780586008355,Isaac Asimov
9780586040102,Henri Charrière
9780586066881,Raymond E. Feist
9780586071397,Raymond E. Feist
9780586203194,Arthur C. Clarke
9780586203798,Raymond E. Feist
9780586203798,Janny Wurts
9780586210680,Janny Wurts
9780586210697,Janny Wurts
9780586217832,Raymond E. Feist
9780590032490,Roald Dahl
9780590100564,Molly Bang
9780590103879,Tara McCarthy
9780590135894,Alvin Schwartz
9780590209342,Tara McCarthy
9780590213110,Paula Danziger
9780590227162,Joanne Rocklin
9780590254762,Clive Staples Lewis
9780590255226,Gordon Korman
9780590317672,William Sleator
9780590321143,Hilary Milton
9780590407328,Eleanor Clymer
9780590413817,Betty MacDonald
9780590419277,Gordon Korman
9780590422673,Arthur Roth
9780590425575,Jean Estoril
9780590428880,Jahnna N. Malcolm
9780590430265,John Peterson
9780590434119,Debbie Dadey
9780590434119,Marcia Thornton Jones
9780590440615,Debbie Dadey
9780590440615,Marcia Thornton Jones
9780590444255,Francine Patterson
9780590444255,Ronald H. Cohn
9780590456807,Caroline B. Cooney
9780590475365,Gertrude Chandler Warner
9780590488129,Laura Ingalls Wilder
9780590488150,Laura Ingalls Wilder
9780590692083,Ann M. Martin
9780590764704,Ann M. Martin
9780590849029,Debbie Dadey
9780590849029,Marcia Thornton Jones
9780590876124,John Peterson
9780590956161,Bill Cosby
9780590956161,Varnette P. Honeywood
9780590975001,Roald Dahl
9780590988490,Caroline B. Cooney
9780593040591,Stephen W. Hawking
9780593043165,Stephen Hawking
9780595092147,Richard A. Knaak
9780595272099,Arthur Herzog
9780595321803,Zilpha Keatley Snyder
9780596003067,Jeremy D. Zawodny
9780596003067,Derek J. Balling
9780596006624,Paul Graham
9780596006792,Dru Lavigne
9780596006938,David Pogue
9780596523695,Lucas Carlson
9780596523695,Leonard Richardson
9780596527082,Paul DuBois
9780596527419,Christopher Schmitt
9780600601166,Shere Hite
9780606349154,Gabriel Garcia Marquez
9780606349154,Gregory Rabassa
9780609602195,Ina Garten
9780609610572,Larry Bossidy
9780609610572,Ram Charan
9780609610572,Charles Burck
9780609801406,Stephen Jay Gould
9780609804247,Mona Lisa Schulz
9780609808344,Robert Siegel
9780613013376,Noel Streatfeild
9780613371650,Meg Cabot
9780613926553,William Anderson
9780613926553,"William T Anderson, Ed."
9780613996983,John Steinbeck
9780618002238,John Ronald Reuel Tolkien
9780618009367,John Ronald Reuel Tolkien
9780618056736,Richard Dawkins
9780618056804,Anita Desai
9780618056811,John Dos Passos
9780618056828,John Dos Passos
9780618056835,John Dos Passos
9780618056996,John Ronald Reuel Tolkien
9780618057023,Humphrey Carpenter
9780618057078,Julian Jaynes
9780618074518,Anita Desai
9780618083558,John Ronald Reuel Tolkien
9780618083558,Christopher Tolkien
9780618083572,John Ronald Reuel Tolkien
9780618083572,Christopher Tolkien
9780618083619,Wayne G. Hammond
9780618083619,Christina Scull
9780618084746,Carson McCullers
9780618111206,Stephen R. Swinburne
9780618111206,Jim Brandenburg
9780618127337,Elizabeth Gilbert
9780618127368,Rick Bass
9780618131709,John Barth
9780618134304,Garry Wills
9780618134304,Pulitzer Prize-Winning Journalist and Historian Garry Wills
9780618134328,Garry Wills
9780618153978,J. R. R. Tolkien
9780618181902,Mary Downing Hahn
9780618196258,Joan Aiken
9780618249060,Rachel Carson
9780618251322,Glenn Stout
9780618251322,Buzz Bissinger
9780618251452,Peter Smith
9780618254118,John Alexander Guy
9780618257768,Garry Wills
9780618258024,Jude Fisher
9780618260225,Brian Sibley
9780618260300,John Ronald Reuel Tolkien
9780618260584,John Ronald Reuel Tolkien
9780618329670,Nelson DeMille
9780618329670,Otto Penzler
9780618339556,Jim Murphy
9780618346257,J. R. R. Tolkien
9780618380442,Rick Bass
9780618391004,Chris Smith
9780618391028,Christina Scull
9780618391028,Wayne G. Hammond
9780618391103,Brian Sibley
9780618422531,Neil D. Isaacs
9780618422531,Rose A. Zimbardo
9780618439096,David Lubar
9780618445578,Jacqueline K. Ogburn
9780618445578,Marjorie Priceman
9780618446704,Eric Schlosser
9780618446711,Darcy Frey
9780618446872,Paul Theroux
9780618470228,Glenn Stout
9780618470228,Michael Lewis
9780618471164,Richard W. Bulliet
9780618477906,Ellen Weiss
9780618477906,Robert Zemeckis
9780618477906,William Broyles
9780618477906,Chris Van Allsburg
9780618477944,Alison Bechdel
9780618479030,Andrew Weil
9780618485222,Jhumpa Lahiri
9780618506910,Michael Oates
9780618506910,Larbi Oukada
9780618510825,Jude Fisher
9780618526413,Carson McCullers
9780618554591,Dashka Slater
9780618554591,Nicoletta Ceccoli
9780618574810,John Garth
9780618574957,John Ronald Reuel Tolkien
9780618582150,Tim Cahill
9780618582150,Jason Wilson
9780618586455,Philip Zaleski
9780618611690,Chris Van Allsburg
9780618619078,Adam Hochschild
9780618619160,Richard Dawkins
9780618619160,Yan Wong
9780618640140,Alan Lee
9780618685509,Lois Lowry
9780618709861,Tim O'Brien
9780618710317,Eric Schlosser
9780618710317,Charles Wilson
9780618710508,Rick Bass
9780618710539,H. G. Bissinger
9780618710539,Buzz Bissinger
9780618711659,Jonathan Safran Foer
9780618711666,Amitav Ghosh
9780618711673,Adam Hochschild
9780618773558,Jerome Karabel
9780618894642,John Ronald Reuel Tolkien
9780631163022,Terry Eagleton
9780631169406,Ludwig Wittgenstein
9780631186274,John G. Cottingham
9780631198192,Stephen Mulhall
9780631198192,Adam Swift
9780631231271,Ludwig Wittgenstein
9780634041129,Michael W. Smith
9780635034700,Carole Marsh
9780664226107,Ralph C. Wood
9780664228910,Ronald Bruce Flowers
9780664241582,Ernest Gordon Rupp
9780664241582,Philip Saville Watson
9780670034666,Norah Vincent
9780670034802,Jane Green
9780670036653,Roald Dahl
9780670037605,Nathaniel Philbrick
9780670037773,Marisha Pessl
9780670037780,Margaret George
9780670037865,Martha Grimes
9780670038381,A. M. Homes
9780670044368,Stuart McLean
9780670261550,Arthur Miller
9780670820559,Peter Wright
9780670876129,Astrid Lindgren
9780670876129,Michael Chesworth
9780670886586,Salman Rushdie
9780670910618,Bryce Courtenay
9780670913527,Eoin Colfer
9780670915415,Art Spiegelman
9780671000745,Richard Marcinko
9780671000745,John Weisman
9780671001957,Stephen Chbosky
9780671003470,Dale Peck
9780671004545,Mary Higgins Clark
9780671007638,V.C. Andrews
9780671009441,Howard Stern
9780671009441,John D. Simons
9780671014919,Mary Higgins Clark
9780671015206,Thomas J. Stanley
9780671015206,William D. Danko
9780671019099,Graham Greene
9780671020828,Hugh Laurie
9780671021009,Wally Lamb
9780671024185,Colleen McCullough
9780671024208,Colleen McCullough
9780671024239,Stephen King
9780671024819,J G Passarella
9780671025700,Ed McBain
9780671026011,Jeffery Deaver
9780671026226,Clive Cussler
9780671026226,Craig Dirgo
9780671027124,Mary Higgins Clark
9780671027636,Arthur Nersesian
9780671035976,Dale Carnegie
9780671036355,L. A. Graf
9780671039721,Stephen King
9780671039745,Stephen King
9780671039943,V. C. Andrews
9780671040840,Tananarive Due
9780671041557,Richard A. Knaak
9780671042851,Stephen King
9780671047641,Garry Wills
9780671211486,Shel Silverstein
9780671417017,Laurence Oliver
9780671447205,Toni Morrison
9780671447540,David McCullough
9780671519162,Scott Turow
9780671519186,Mary Higgins Clark
9780671519988,Dale Carnegie
9780671524098,Jayne Ann Krentz
9780671553029,Tess Gerritsen
9780671553043,Tess Gerritsen
9780671559342,C. J. Cherryh
9780671559342,"Haldeman, Joe W"
9780671559342,"Mitchell, Elizabeth"
9780671559342,"Zahn, Timothy"
9780671569020,Jayne Castle
9780671578633,Robert A. Heinlein
9780671631987,Siegfried Engelmann
9780671631987,Phyllis Haddox
9780671631987,Elaine Bruner
9780671639617,Stephen M. Pollan
9780671639617,Mark Levine
9780671646196,Nancy Harding
9780671662349,Miep Gies
9780671662349,Alison Leslie Gold
9780671685638,Peter Straub
9780671695187,Robert R. McCammon
9780671704643,Clive Cussler
9780671708634,Stephen R. Covey
9780671722074,Josepha Sherman
9780671722074,Mercedes Lackey
9780671722876,Helen Hunt
9780671722876,William Shakespeare
9780671727796,Alice Walker
9780671728205,Jack Higgins
9780671731427,Robert McCammon
9780671732462,Carlos Castaneda
9780671732479,Carlos Castaneda
9780671732486,Carlos Castaneda
9780671732509,Carlos Castaneda
9780671732523,Carlos Castaneda
9780671737764,Robert McCammon
9780671739164,Will Durant
9780671741037,Robert McCammon
9780671742515,Douglas Adams
9780671743055,Robert McCammon
9780671763794,Joan Goldstein
9780671763794,Manuela Soares
9780671769918,Robert R. McCammon
9780671792800,Stephen R. Covey
9780671793562,Ann Rule
9780671795665,Laurell K. Hamilton
9780671797867,Harry Crews
9780671823498,Pearl Sydenstricker Buck
9780671867423,Garry Wills
9780671876999,Roger Zelazny
9780671877668,S. M. Stirling
9780671877781,Lackey
9780671878849,Fred Saberhagen
9780671882365,Daniel Pool
9780671887179,Stephen R. Covey
9780674002050,Helen Hennessy Vendler
9780674006720,David E. Kaiser
9780674008205,Jorge Luis Borges
9780674008205,Calin Andrei Mihailescu
9780674018297,Judith FARR
9780674018297,Louise Carter
9780674022577,Jon F Sensbach
9780674022874,Walter Benjamin
9780674023857,Christopher M. Clark
9780674023857,"University Christopher Clark, MD"
9780674035010,Mary Fitt
9780674035010,Kathleen Freeman
9780674215184,Professor of General Literature J M Coetzee
9780674215184,J. M. Coetzee
9780674268586,Bernard Williams
9780674268630,Charles Taylor
9780674295032,Frederick C. Beiser
9780674618763,Anthony Grafton
9780674618763,Nancy G. Siraisi
9780674618763,April Shelford
9780674637122,Helen Vendler
9780674644847,Merlin Donald
9780674673779,Toni Morrison
9780674705593,William James
9780674777705,Colin Michael Wells
9780674802803,Richard A. POSNER
9780674821064,Octavio Paz
9780674824263,Charles Taylor
9780674891999,Stephen Jay Gould
9780674940529,Alfred D. Chandler Jr.
9780674954014,Saul A. Kripke
9780674961876,Edward W. Said
9780674990333,Marcus Tullius Cicero
9780674990333,Walter Miller
9780674990470,Ovid
9780674991842,Plato
9780674991873,Thucydides
9780674992023,Xenophon
9780674992405,Epictetus
9780674992559,Ovid
9780674994805,Babrius
9780674994805,Phaedrus
9780674994805,Ben Edwin Perry
9780674995666,Euripides
9780674995741,Plutarcus
9780674995741,Ευριπιδες
9780676977110,Kazuo Ishiguro
9780679409960,Thomas Mann
9780679411673,Toni Morrison
9780679413356,Virgil
9780679420255,Italo Calvino
9780679420255,William Weaver
9780679420262,Albert Camus
9780679420262,Matthew Ward
9780679420293,Fyodor Dostoyevsky
9780679424789,William Faulkner
9780679428954,Maya Angelou
9780679431367,Evelyn Waugh
9780679431374,François Rabelais
9780679434047,Rosie Daley
9780679444596,John Updike
9780679446088,Rohinton Mistry
9780679600053,Marcel Proust
9780679600176,William Faulkner
9780679601128,Shelby Foote
9780679601326,Dorothy Parker
9780679602989,Hunter S. Thompson
9780679641049,Cormac McCarthy
9780679642848,Stendhal
9780679643241,Michael Shaara
9780679643258,Maya Angelou
9780679643425,Edgar Allan Poe
9780679643524,William Styron
9780679720225,Albert Camus
9780679721031,John Hersey
9780679721819,Gloria Naylor
9780679722311,Raymond Carver
9780679722946,Don DeLillo
9780679722953,Don DeLillo
9780679723059,Raymond Carver
9780679723127,Anthony Lewis
9780679723134,Ralph Ellison
9780679723165,Vladimir Vladimirovich Nabokov
9780679723691,Raymond Carver
9780679724698,Michel Foucault
9780679724773,Robert Graves
9780679725169,Jean-Paul Sartre
9780679725220,Vladimir Vladimirovich Nabokov
9780679725404,Wole Soyinka
9780679726098,Vladimir Vladimirovich Nabokov
9780679726203,Владимир Владимирович Набоков
9780679726487,Graham Chapman
9780679726487,Monty Python (Comedy troupe)
9780679726487,Terry Gilliam
9780679726487,Eric Idle
9780679726487,Terry Jones
9780679727224,Vladimir Vladimirovich Nabokov
9780679727224,Michael Scammell
9780679727231,Владимир Владимирович Набоков
9780679727293,Владимир Владимирович Набоков
9780679727293,Vladimir Vladimirovich Nabokov
9780679729778,Art Spiegelman
9780679729914,Roald Dahl
9780679729976,Vladimir Vladimirovich Nabokov
9780679730613,Fredric Dannen
9780679731146,Peter Mayle
9780679731184,Elaine Pagels
9780679731375,Julian Barnes
9780679732174,William Faulkner
9780679732266,William Faulkner
9780679732341,Ann Beattie
9780679732549,David Goodis
9780679732716,Alice Munro
9780679733768,Laurel Ulrich
9780679733782,Kōbō Abe
9780679733843,Albert Camus
9780679734031,John Gardner
9780679734482,Martin Amis
9780679734499,Martin Amis
9780679734505,Fyodor Dostoyevsky
9780679734789,William Goldman
9780679734994,Wendy Wasserstein
9780679735250,Michael Herr
9780679735472,John M. Hull
9780679735779,Bret Easton Ellis
9780679735878,Kazuo Ishiguro
9780679736530,William Faulkner
9780679736851,John Banville
9780679736882,Gordon S. Wood
9780679737117,Norman Rush
9780679737315,Abraham Lincoln
9780679742586,Sandra Cisneros
9780679744474,Jeanette Winterson
9780679745396,Joan Didion
9780679745570,Truman Capote
9780679745648,Truman Capote
9780679748144,William Faulkner
9780679749066,Philip Roth
9780679749844,Ian McEwan
9780679753773,Susanna Kaysen
9780679755487,Hermann Broch
9780679755524,Sigrid Undset
9780679756767,Esmeralda Santiago
9780679759256,Philip Roth
9780679760238,Tobias Wolff
9780679761044,Yasunari Kawabata
9780679761051,Yasunari Kawabata
9780679761785,James Baldwin
9780679762096,Virginia Lee Barnes
9780679762652,川端康成
9780679762690,Peter Mayle
9780679762706,Jeanette Winterson
9780679763437,Susanna Kaysen
9780679763970,Louis De Bernières
9780679764014,Albert Camus
9780679764175,Philip Roth
9780679765844,Philip Levine
9780679767091,David S. Reynolds
9780679767305,Andre Dubus
9780679767398,Haruki Murakami
9780679767473,John Banville
9780679767824,Alfred Bester & Roger Zelazny
9780679772675,Jonathan Harr
9780679776215,Patrick McGrath
9780679776314,Roger Penrose
9780679776819,Sebastian Faulks
9780679781172,Paul Hendrickson
9780679781486,Bret Easton Ellis
9780679781493,Bret Easton Ellis
9780679783183,Stendhal
9780679783398,Friedrich Wilhelm Nietzsche
9780679783480,Salman Rushdie
9780679783619,Valerian Ivanovich Alʹbanov
9780679785897,Hunter S. Thompson
9780679801115,Tamora Pierce
9780679832690,Marilyn Sadler
9780679838869,Barbara Park
9780679847595,Noel Streatfeild
9780679853954,Barbara Park
9780679854340,Noel Streatfeild
9780679867128,Dr. Seuss
9780679882817,Dr. Seuss
9780679887430,Stan Berenstain
9780679887430,Jan Berenstain
9780679889106,Dr. Seuss
9780679890522,Joseph Bruchac
9780679890522,Diana Magnuson
9780679890706,Mary Pope Osborne
9780679891116,Dr. Seuss
9780681403222,Douglas Adams
9780684800288,Giuliano Hazan
9780684800707,Franz Kafka
9780684801520,Francis Scott Fitzgerald
9780684801537,F. Scott Fitzgerald
9780684804422,F. Scott Fitzgerald
9780684804453,F. Scott Fitzgerald
9780684804521,Ernest Hemingway
9780684806372,Gale Group
9780684809663,William Murray
9780684813219,Jonathan Shay
9780684813639,David McCullough
9780684813783,Richard Rhodes
9780684823782,C. S. Lewis
9780684825007,Luigi Barzini
9780684825106,Reynolds Price
9780684826356,Primo Levi
9780684826806,Primo Levi
9780684830513,Ernest Hemingway
9780684831831,Kay Redfield Jamison
9780684832401,Ernest Becker
9780684837932,Leo Tolstoy
9780684839745,Joseph Heller
9780684839790,David Day
9780684841212,Joseph Heller
9780684841250,Joseph Heller
9780684842233,Elisabeth Kübler-Ross
